RESULTS: 481008.99756099976 4322.759003000002 476686.23855799984 513 357 156 175.06723627 169.366731739 5.700504531 212.691801608 186.156449344 26.535352264 16369.878308270168 2250.3539853370175 14119.52432293315
RESULTS: 478750.5814139994 4928.878411000007 473821.703003 489 345 144 172.389516302 166.038885311 6.350630991 208.419133246 182.973982089 25.445151157 17283.445443599347 2462.6978209820822 14820.747622617266
RESULTS: 918867.0080980007 6580.991760999995 912286.0163369998 536 369 167 184.460222679 175.688841636 8.771381043 223.950604649 193.599703273 30.350901376 17107.108921795774 3375.359746226895 13731.749175568884
RESULTS: 390803.7354599999 5798.0637729999935 385005.6716869998 521 374 147 180.974407745 175.839213572 5.135194173 218.615496508 193.665362063 24.950134445 15211.193562585546 2983.7926802002526 12227.400882385291
RESULTS: 452011.73133 4675.505845 447336.22548499994 492 348 144 175.859790549 167.91183577 7.947954779 211.048917261 184.361161988 26.687755273 18495.579544191103 2417.86411942672 16077.715424764372
RESULTS: 1.406507626047e+06 6564.234768999997 1.3999433912780008e+06 520 358 162 181.72401807 172.039913194 9.684104876 220.047819627 189.304262613 30.743557014 21780.471992001767 3429.9902321278064 18350.481759873957
RESULTS: 640376.4247349999 5037.606060999998 635338.8186740002 503 348 155 164.507437982 158.859118601 5.648319381 202.475803143 175.943030138 26.532773005 16481.741403048934 2530.4217636536155 13951.319639395324
RESULTS: 2.4996007566929976e+06 6905.961289999993 2.492694795403e+06 540 384 156 190.410946288 183.12831641 7.282629878 230.224073639 202.324428966 27.899644673 22701.491378885352 3609.6317378023705 19091.85964108298
RESULTS: 597731.5190320002 5852.830547999993 591878.6884839999 506 354 152 175.457965723 164.526638151 10.931327572 211.229621114 180.991797209 30.237823905 21341.465220635822 2914.3341981720328 18427.131022463804
RESULTS: 503412.96708699985 6826.139715999991 496586.827371 508 358 150 179.429618499 169.832520933 9.597097566 216.477582514 187.252620449 29.224962065 21711.58069391491 3534.651478559305 18176.92921535562
RESULTS: 4.497243048195996e+06 8086.677841999999 4.489156370354001e+06 480 335 145 168.177122993 159.144052961 9.033070032 202.531190299 174.986445206 27.544745093 23804.21004773783 4132.355179892343 19671.854867845486
RESULTS: 623182.8049530002 7361.062024999989 615821.7429280002 487 368 119 176.09953926 168.276485734 7.823053526 208.517793701 185.45067681 23.067116891 21353.715550029363 3641.902988329274 17711.81256170007
RESULTS: 390692.4706560001 6458.989892999997 384233.480763 481 335 146 166.55233082 159.072453716 7.479877104 202.239278546 175.170091353 27.069187193 17141.500233749983 3281.892055174607 13859.608178575374
RESULTS: 734206.5704139996 6427.405021999996 727779.1653919996 472 345 127 166.196597203 163.356458001 2.840139202 199.466433683 180.349203086 19.117230597 13706.76500789009 3324.9324537997595 10381.83255409034
RESULTS: 480711.0487209996 6024.351799999996 474686.69692099985 490 364 126 172.345655124 168.193879598 4.151775526 207.800056181 186.933246512 20.866809669 13584.318854735331 3055.7269109556587 10528.591943779677
RESULTS: 2.812679148436999e+06 7331.6561149999925 2.805347492321999e+06 500 357 143 184.454275442 173.359284125 11.094991317 220.044954686 190.871713506 29.17324118 23921.426760724036 4056.153748883173 19865.27301184086
RESULTS: 561768.4234239999 5299.216845 556469.2065789995 465 323 142 159.82662225 152.270679365 7.555942885 194.815617794 168.78757351 26.028044284 18572.898177169303 2695.628222111114 15877.269955058197
RESULTS: 504533.7937770003 5983.7561479999995 498550.03762899997 518 370 148 182.394348144 170.706841229 11.687506915 217.679616566 187.302937204 30.376679362 21294.96505016527 2943.809596896284 18351.155453269006
RESULTS: 499640.13570800005 4443.9531529999995 495196.18255500006 505 352 153 174.725262581 167.216826601 7.50843598 213.386790881 185.726184854 27.660606027 16907.959253809542 2365.579703367248 14542.3795504423
RESULTS: 582217.9797489995 5357.162661999994 576860.8170869998 492 359 133 180.312041301 176.662079507 3.649961794 214.994169318 193.837193544 21.156975774 10463.858257644155 2888.8342076367085 7575.024050007453
RESULTS: 463314.20682999946 7643.6609059999955 455670.5459239997 488 354 134 173.249563272 166.075356292 7.17420698 207.655305127 182.899077934 24.756227193 18271.566965759503 3888.7546056265924 14382.812360132917
RESULTS: 435927.04644800007 6523.4679329999935 429403.57851499994 436 314 122 140.299451651 132.81139871 7.488052941 172.236612405 148.601428695 23.63518371 18493.647065924466 3047.0232237364426 15446.623842188033
RESULTS: 456226.33573800017 5534.590628999996 450691.74510900007 467 343 124 160.839097475 156.378763428 4.460334047 193.759478964 173.087942421 20.671536543 11713.313942719733 2745.399972150497 8967.913970569241
