RESULTS: 411733.31799600023 8447.761106999995 403285.556889 489 356 133 203.446262785 190.470246193 12.976016592 218.889729428 190.471364086 28.418365342 17451.66650654961 6058.526623615406 11393.139882934203
RESULTS: 512340.0380480001 5932.3084699999945 506407.72957799997 517 362 155 218.800880384 202.483201207 16.317679177 237.12057739 202.48427795 34.63629944 19910.10668132841 3865.554029514783 16044.552651813618
RESULTS: 674772.2550150005 7350.479662999995 667421.7753519999 499 378 121 232.954099631 212.436234722 20.517864909 246.094701616 212.437361581 33.657340035 24895.405302028175 4814.356964406735 20081.048337621436
RESULTS: 872822.8982430004 9250.523234999991 863572.375008 525 381 144 226.67741526 209.166183371 17.511231889 243.117848347 209.167350047 33.9504983 26315.460301381052 5735.065115331544 20580.395186049493
RESULTS: 570689.5591290002 8027.583583999996 562661.9755450002 469 332 137 197.205362092 183.361582278 13.843779814 213.981415928 183.362619112 30.618796816 20052.21430435662 4852.000182941391 15200.21412141522
RESULTS: 1.1842768142060004e+06 10290.473525000003 1.1739863406810004e+06 494 380 114 232.324697241 212.181720267 20.142976974 245.089236922 212.182893606 32.906343316 33380.5488674289 6975.102771102112 26405.44609632681
RESULTS: 829700.9345720003 8177.360352999998 821523.5742189998 500 361 139 215.790434796 196.826202773 18.964232023 230.904488256 196.827352833 34.077135423 25589.19409232565 5336.386808727316 20252.807283598348
RESULTS: 689497.4166760006 9504.826654999988 679992.590021 493 376 117 235.754715021 218.06626152 17.688453501 247.85860489 218.06747763 29.79112726 21302.319442907406 7053.256973728391 14249.062469179013
RESULTS: 1.2440013122549993e+06 8655.835881999998 1.2353454763729996e+06 520 366 154 221.218233836 211.50424309 9.713990746 238.852994593 211.505398828 27.347595765 17713.30192383182 6564.4470828665635 11148.854840965247
RESULTS: 441455.63603800006 8861.394549999992 432594.2414879998 480 355 125 229.790981839 208.376159669 21.41482217 243.63188048 208.377522488 35.254357992 24864.961214772076 6559.362486833604 18305.59872793848
RESULTS: 4.783107759686997e+06 10709.119895999982 4.772398639791002e+06 495 370 125 233.254022688 212.35947777 20.894544918 246.42314852 212.360618898 34.062529622 26603.877750231193 7872.549981888068 18731.32776834311
RESULTS: 318416.02440900047 11123.498533999982 307292.525875 471 369 102 215.491099821 202.650256799 12.840843022 227.713678665 202.651495322 25.062183343 22937.7923448485 7751.02979888185 15186.762545966627
RESULTS: 860494.4289250005 8984.962458999998 851509.4664660001 482 332 150 202.295318768 182.607379599 19.687939169 219.329951794 182.608368434 36.72158336 28501.030620984773 6287.527589880133 22213.50303110464
