RESULTS: 958062.0928820006 10395.398366999983 947666.6945150002 514 378 136 169.051341934 160.153824889 8.897517045 215.61974478 189.878081386 25.741663394 22487.94132523807 5422.631719270039 17065.30960596804
RESULTS: 571916.9389560001 8241.875398999988 563675.0635570001 487 359 128 159.762452876 152.95892108 6.803531796 204.133411894 181.091838306 23.041573588 17195.356223344323 4365.672379253239 12829.683844091078
RESULTS: 803778.7396490001 7917.350303999999 795861.389345 530 380 150 171.371167223 164.803417499 6.5677497240000005 222.432354137 196.171594104 26.260760033 21160.103437736423 4245.491542932686 16914.611894803726
RESULTS: 747790.4343560002 11261.138821999988 736529.295534 510 391 119 175.275403466 166.671632385 8.603771081 221.553571931 198.030382336 23.523189595 22205.670452921124 5887.7123351317305 16317.958117789392
RESULTS: 639298.6982289993 10214.427485999984 629084.2707430001 490 376 114 168.058209225 160.259250151 7.798959074 212.221949239 190.416987211 21.804962028 19156.27009771512 5573.954072827507 13582.316024887645
RESULTS: 3.6264533707620003e+06 9444.963501999984 3.6170084072599993e+06 461 342 119 158.322843608 148.980439029 9.342404579 200.29538099 176.078257827 24.217123163 27173.395852317797 5018.104542280132 22155.29131003766
RESULTS: 398208.97040400037 8316.612540999991 389892.35786300007 505 378 127 171.473582111 166.405207488 5.068374623 219.075798524 197.20426361 21.871534914 15004.543651206619 4495.705027980888 10508.838623225738
RESULTS: 1.213072925958e+06 12054.111270999982 1.2010188146870001e+06 516 393 123 172.483889893 166.472296321 6.011593572 219.840919033 198.389983551 21.450935482 22742.920352043104 6308.646572072905 16434.27377997018
RESULTS: 761368.035285 6794.966380999998 754573.0689039998 515 381 134 175.354782686 168.855069057 6.499713629 224.053101429 200.415497629 23.6376038 20858.27080724166 3686.798853489858 17171.471953751785
RESULTS: 924387.8607650002 8531.108403999991 915856.752361 472 335 137 157.885576954 148.042468664 9.84310829 202.134190465 175.74947996 26.384710505 25006.531106326864 4833.789506883371 20172.74159944348
